"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"20-Nov-2023","EQ","3,491.25","3,533.90","3,491.25","3,502.45","3,520.00","3,519.60","3,518.20","3,679.00","3,070.25","14,75,621","5,19,15,24,462.85","1,33,758"
"17-Nov-2023","EQ","3,497.85","3,524.50","3,492.55","3,497.85","3,499.00","3,502.45","3,510.08","3,679.00","3,070.25","20,21,292","7,09,48,91,279.55","1,59,877"
"16-Nov-2023","EQ","3,430.05","3,529.35","3,414.20","3,404.30","3,497.00","3,497.85","3,484.46","3,679.00","3,070.25","39,51,984","13,77,05,16,229.10","2,56,300"
"15-Nov-2023","EQ","3,383.10","3,413.00","3,356.05","3,331.55","3,408.60","3,404.30","3,390.15","3,679.00","3,070.25","20,59,802","6,98,30,37,380.85","1,17,652"
"13-Nov-2023","EQ","3,356.00","3,356.00","3,327.00","3,357.30","3,332.00","3,331.55","3,333.43","3,679.00","3,070.25","10,30,990","3,43,67,31,318.90","92,128"
"12-Nov-2023","EQ","3,350.00","3,359.00","3,345.00","3,333.45","3,358.90","3,357.30","3,355.70","3,679.00","3,070.25","1,73,346","58,16,97,254.35","22,226"
"10-Nov-2023","EQ","3,338.00","3,347.45","3,322.35","3,347.45","3,341.00","3,333.45","3,331.70","3,679.00","3,070.25","13,38,557","4,45,96,65,543.60","93,667"
"09-Nov-2023","EQ","3,390.10","3,391.50","3,342.05","3,381.55","3,350.00","3,347.45","3,363.59","3,679.00","3,070.25","21,12,352","7,10,50,80,612.55","1,46,431"
"08-Nov-2023","EQ","3,371.45","3,401.95","3,369.55","3,370.45","3,382.65","3,381.55","3,387.91","3,679.00","3,070.25","9,92,899","3,36,38,52,490.70","91,615"
"07-Nov-2023","EQ","3,378.00","3,404.15","3,366.00","3,380.25","3,371.55","3,370.45","3,378.26","3,679.00","3,070.25","11,91,144","4,02,39,94,967.20","82,322"
"06-Nov-2023","EQ","3,375.00","3,392.30","3,359.00","3,350.90","3,385.00","3,380.25","3,374.03","3,679.00","3,070.25","10,99,852","3,71,09,28,578.40","69,041"
"03-Nov-2023","EQ","3,382.00","3,387.90","3,344.30","3,360.10","3,351.00","3,350.90","3,362.79","3,679.00","3,070.25","14,02,598","4,71,66,46,465.75","1,11,516"
"02-Nov-2023","EQ","3,343.20","3,375.95","3,343.20","3,330.65","3,363.00","3,360.10","3,363.98","3,679.00","3,070.25","12,45,384","4,18,94,48,412.50","97,073"
"01-Nov-2023","EQ","3,355.00","3,371.60","3,311.00","3,368.75","3,311.40","3,330.65","3,347.22","3,679.00","3,070.25","15,63,475","5,23,32,96,947.80","1,12,623"
"31-Oct-2023","EQ","3,399.00","3,399.00","3,350.05","3,378.55","3,371.80","3,368.75","3,368.00","3,679.00","3,070.25","9,99,811","3,36,73,64,685.15","1,09,355"
"30-Oct-2023","EQ","3,350.00","3,382.85","3,333.75","3,350.95","3,381.00","3,378.55","3,368.57","3,679.00","3,070.25","9,10,972","3,06,86,72,170.25","74,251"
"27-Oct-2023","EQ","3,350.00","3,362.00","3,337.00","3,336.75","3,350.00","3,350.95","3,351.03","3,679.00","3,070.25","11,08,851","3,71,57,95,757.45","1,12,673"
"26-Oct-2023","EQ","3,368.05","3,373.70","3,330.00","3,390.10","3,331.80","3,336.75","3,346.35","3,679.00","3,070.25","19,84,471","6,64,07,34,038.60","2,03,800"
"25-Oct-2023","EQ","3,390.50","3,425.00","3,377.20","3,410.15","3,390.55","3,390.10","3,398.15","3,679.00","3,070.25","15,18,537","5,16,02,13,346.45","1,33,032"
"23-Oct-2023","EQ","3,473.00","3,478.95","3,401.30","3,494.55","3,409.15","3,410.15","3,442.60","3,679.00","3,070.25","11,06,272","3,80,84,55,848.35","1,26,787"
"20-Oct-2023","EQ","3,450.40","3,499.50","3,444.05","3,455.65","3,491.85","3,494.55","3,485.40","3,679.00","3,070.25","14,81,211","5,16,26,09,717.10","1,42,361"
"19-Oct-2023","EQ","3,469.50","3,476.85","3,451.90","3,487.25","3,454.80","3,455.65","3,461.86","3,679.00","3,070.25","15,14,545","5,24,31,45,783.65","1,64,438"
"18-Oct-2023","EQ","3,511.00","3,522.70","3,484.00","3,507.05","3,492.50","3,487.25","3,500.28","3,679.00","3,070.25","14,08,245","4,92,92,45,451.05","1,47,692"
"17-Oct-2023","EQ","3,530.00","3,534.15","3,503.35","3,524.05","3,509.00","3,507.05","3,516.16","3,679.00","3,070.25","16,72,065","5,87,92,54,819.95","1,25,942"
"16-Oct-2023","EQ","3,566.00","3,574.65","3,519.10","3,570.85","3,521.00","3,524.05","3,539.03","3,679.00","3,070.25","16,71,104","5,91,40,86,791.50","1,62,600"
"13-Oct-2023","EQ","3,530.00","3,577.00","3,525.00","3,542.55","3,574.30","3,570.85","3,562.28","3,679.00","3,005.00","28,90,357","10,29,62,67,661.05","2,62,330"
"12-Oct-2023","EQ","3,575.00","3,588.65","3,538.10","3,609.90","3,543.00","3,542.55","3,555.40","3,679.00","3,005.00","42,41,281","15,07,94,40,683.50","3,14,201"
"11-Oct-2023","EQ","3,650.00","3,650.00","3,605.00","3,628.90","3,613.00","3,609.90","3,625.72","3,679.00","3,005.00","24,26,417","8,79,75,00,442.75","1,51,957"
"10-Oct-2023","EQ","3,640.05","3,648.00","3,601.35","3,638.35","3,629.50","3,628.90","3,623.90","3,679.00","3,005.00","18,48,148","6,69,75,11,578.25","1,70,957"
"09-Oct-2023","EQ","3,645.05","3,679.00","3,631.00","3,621.40","3,633.00","3,638.35","3,652.75","3,679.00","3,005.00","42,33,074","15,46,23,57,801.50","3,37,303"
"06-Oct-2023","EQ","3,591.00","3,634.95","3,575.05","3,589.35","3,621.25","3,621.40","3,606.29","3,634.95","2,974.00","20,75,691","7,48,55,47,134.95","1,57,117"
"05-Oct-2023","EQ","3,554.00","3,624.00","3,551.20","3,537.75","3,590.00","3,589.35","3,589.48","3,633.75","2,974.00","29,90,768","10,73,53,00,327.60","1,95,202"
"04-Oct-2023","EQ","3,486.30","3,548.00","3,477.30","3,513.85","3,545.00","3,537.75","3,504.95","3,633.75","2,974.00","17,88,138","6,26,73,37,422.00","1,02,259"
"03-Oct-2023","EQ","3,534.20","3,534.20","3,480.10","3,528.60","3,507.10","3,513.85","3,508.19","3,633.75","2,974.00","19,48,148","6,83,44,65,531.05","1,34,041"
"29-Sep-2023","EQ","3,537.20","3,568.45","3,505.55","3,536.75","3,525.00","3,528.60","3,536.95","3,633.75","2,926.10","22,43,791","7,93,61,67,438.85","1,34,776"
"28-Sep-2023","EQ","3,600.00","3,602.80","3,527.35","3,589.30","3,549.00","3,536.75","3,558.09","3,633.75","2,926.10","17,55,753","6,24,71,35,882.45","1,27,091"
"27-Sep-2023","EQ","3,590.00","3,614.00","3,555.70","3,585.70","3,586.00","3,589.30","3,587.16","3,633.75","2,926.10","15,41,134","5,52,82,96,992.85","1,04,230"
"26-Sep-2023","EQ","3,567.60","3,594.95","3,536.00","3,577.15","3,590.00","3,585.70","3,561.51","3,633.75","2,926.10","17,26,062","6,14,73,86,173.95","1,13,798"
"25-Sep-2023","EQ","3,602.50","3,620.00","3,558.65","3,603.65","3,569.80","3,577.15","3,579.70","3,633.75","2,926.10","12,38,778","4,43,44,48,253.85","82,519"
"22-Sep-2023","EQ","3,584.00","3,633.75","3,565.05","3,585.30","3,604.00","3,603.65","3,605.09","3,633.75","2,926.10","19,89,083","7,17,08,27,508.35","1,52,937"
"21-Sep-2023","EQ","3,588.55","3,605.00","3,528.00","3,606.05","3,586.00","3,585.30","3,559.97","3,625.00","2,926.10","20,04,073","7,13,44,47,228.50","1,51,219"
"20-Sep-2023","EQ","3,580.00","3,625.00","3,580.00","3,606.15","3,600.10","3,606.05","3,612.14","3,625.00","2,926.10","16,49,396","5,95,78,55,338.40","1,27,927"
"18-Sep-2023","EQ","3,580.05","3,619.30","3,575.25","3,598.30","3,605.00","3,606.15","3,605.10","3,619.30","2,926.10","13,95,753","5,03,18,35,082.65","97,296"
"15-Sep-2023","EQ","3,567.85","3,607.35","3,562.45","3,560.05","3,591.55","3,598.30","3,591.93","3,607.35","2,926.10","29,52,897","10,60,66,11,878.75","1,39,252"
"14-Sep-2023","EQ","3,570.05","3,597.70","3,545.60","3,567.85","3,562.35","3,560.05","3,563.35","3,597.70","2,926.10","26,04,721","9,28,15,27,868.20","1,46,192"
"13-Sep-2023","EQ","3,571.10","3,588.85","3,545.00","3,580.80","3,561.50","3,567.85","3,568.13","3,589.90","2,926.10","17,54,929","6,26,18,06,697.40","1,38,829"
"12-Sep-2023","EQ","3,492.00","3,589.90","3,483.00","3,480.65","3,572.60","3,580.80","3,550.35","3,589.90","2,926.10","44,76,016","15,89,14,01,853.45","2,42,752"
"11-Sep-2023","EQ","3,462.00","3,485.70","3,445.00","3,441.90","3,481.00","3,480.65","3,471.77","3,575.00","2,926.10","17,83,604","6,19,22,69,892.25","1,11,418"
"08-Sep-2023","EQ","3,455.25","3,465.00","3,435.05","3,455.25","3,445.00","3,441.90","3,446.91","3,575.00","2,926.10","15,18,917","5,23,55,63,741.25","88,984"
"07-Sep-2023","EQ","3,430.80","3,460.00","3,422.30","3,429.90","3,458.00","3,455.25","3,443.88","3,575.00","2,926.10","18,85,092","6,49,20,39,521.45","1,43,528"
"06-Sep-2023","EQ","3,434.00","3,443.90","3,398.10","3,429.35","3,421.60","3,429.90","3,424.44","3,575.00","2,926.10","13,14,818","4,50,25,11,185.60","99,523"
"05-Sep-2023","EQ","3,420.00","3,447.00","3,405.15","3,418.50","3,425.65","3,429.35","3,430.40","3,575.00","2,926.10","15,01,842","5,15,19,24,571.65","1,00,120"
"04-Sep-2023","EQ","3,378.00","3,432.85","3,370.05","3,379.20","3,418.50","3,418.50","3,405.13","3,575.00","2,926.10","18,28,332","6,22,57,11,646.35","1,14,654"
"01-Sep-2023","EQ","3,366.00","3,389.00","3,356.80","3,356.80","3,374.00","3,379.20","3,379.92","3,575.00","2,926.10","12,77,950","4,31,93,72,822.65","1,48,744"
"31-Aug-2023","EQ","3,401.00","3,417.40","3,343.65","3,390.95","3,361.00","3,356.80","3,369.12","3,575.00","2,926.10","34,17,652","11,51,44,68,309.55","1,25,169"
"30-Aug-2023","EQ","3,398.00","3,408.10","3,383.05","3,376.15","3,391.00","3,390.95","3,397.70","3,575.00","2,926.10","11,88,200","4,03,71,49,090.80","83,244"
"29-Aug-2023","EQ","3,381.05","3,389.55","3,365.00","3,375.55","3,375.00","3,376.15","3,375.62","3,575.00","2,926.10","9,44,517","3,18,83,33,020.15","68,937"
"28-Aug-2023","EQ","3,394.00","3,394.00","3,360.10","3,381.30","3,373.00","3,375.55","3,374.18","3,575.00","2,926.10","10,37,485","3,50,06,63,941.25","80,009"
"25-Aug-2023","EQ","3,375.00","3,385.80","3,350.25","3,387.75","3,374.00","3,381.30","3,371.84","3,575.00","2,926.10","11,58,046","3,90,47,44,950.05","87,415"
"24-Aug-2023","EQ","3,408.00","3,413.05","3,378.10","3,398.25","3,391.00","3,387.75","3,392.89","3,575.00","2,926.10","11,52,881","3,91,16,01,781.55","83,377"
"23-Aug-2023","EQ","3,388.00","3,402.00","3,376.00","3,382.15","3,389.20","3,398.25","3,392.66","3,575.00","2,926.10","13,30,046","4,51,23,93,621.55","74,093"
"22-Aug-2023","EQ","3,400.00","3,411.00","3,365.05","3,401.65","3,383.10","3,382.15","3,379.46","3,575.00","2,926.10","12,22,012","4,12,97,42,131.95","1,05,529"
"21-Aug-2023","EQ","3,375.00","3,409.75","3,372.00","3,367.10","3,400.05","3,401.65","3,396.90","3,575.00","2,926.10","13,75,579","4,67,27,10,451.45","90,178"
"18-Aug-2023","EQ","3,410.00","3,410.00","3,356.50","3,435.75","3,368.00","3,367.10","3,373.82","3,575.00","2,926.10","25,26,749","8,52,47,93,143.10","1,50,157"
"17-Aug-2023","EQ","3,455.00","3,460.80","3,413.20","3,458.40","3,425.90","3,435.75","3,435.28","3,575.00","2,926.10","18,43,241","6,33,20,40,272.50","1,22,489"
"16-Aug-2023","EQ","3,450.00","3,466.00","3,435.20","3,449.85","3,450.70","3,458.40","3,453.07","3,575.00","2,926.10","13,28,445","4,58,72,15,413.45","1,02,457"
"14-Aug-2023","EQ","3,440.70","3,455.00","3,411.00","3,448.80","3,448.00","3,449.85","3,434.19","3,575.00","2,926.10","11,90,425","4,08,81,41,282.40","1,45,261"
"11-Aug-2023","EQ","3,438.10","3,466.65","3,414.00","3,442.10","3,444.50","3,448.80","3,444.54","3,575.00","2,926.10","16,79,974","5,78,67,38,907.20","1,42,622"
"10-Aug-2023","EQ","3,450.00","3,464.90","3,430.05","3,462.50","3,448.25","3,442.10","3,442.07","3,575.00","2,926.10","10,96,701","3,77,49,18,908.55","76,539"
"09-Aug-2023","EQ","3,464.90","3,467.00","3,425.05","3,470.60","3,460.85","3,462.50","3,449.06","3,575.00","2,926.10","17,94,589","6,18,96,41,425.50","89,275"
"08-Aug-2023","EQ","3,484.05","3,489.95","3,456.60","3,484.05","3,469.00","3,470.60","3,470.86","3,575.00","2,926.10","16,34,225","5,67,21,69,905.30","1,19,523"
"07-Aug-2023","EQ","3,453.95","3,488.00","3,441.25","3,443.55","3,482.90","3,484.05","3,467.58","3,575.00","2,926.10","18,53,889","6,42,85,12,875.30","1,08,103"
"04-Aug-2023","EQ","3,401.25","3,471.00","3,401.25","3,399.95","3,441.05","3,443.55","3,445.20","3,575.00","2,926.10","22,48,493","7,74,65,18,305.90","1,18,974"
"03-Aug-2023","EQ","3,420.00","3,433.25","3,368.00","3,440.65","3,397.00","3,399.95","3,397.85","3,575.00","2,926.10","20,26,351","6,88,52,30,549.20","1,36,745"
"02-Aug-2023","EQ","3,434.95","3,446.40","3,413.60","3,452.05","3,433.00","3,440.65","3,435.39","3,575.00","2,926.10","19,14,899","6,57,84,28,884.55","1,16,337"
"01-Aug-2023","EQ","3,415.00","3,460.00","3,415.00","3,421.45","3,450.10","3,452.05","3,443.71","3,575.00","2,926.10","19,56,167","6,73,64,74,356.40","1,01,249"
"31-Jul-2023","EQ","3,364.40","3,426.65","3,360.90","3,355.40","3,415.00","3,421.45","3,406.98","3,575.00","2,926.10","27,43,678","9,34,76,45,416.85","1,21,298"
"28-Jul-2023","EQ","3,385.00","3,393.70","3,331.00","3,396.90","3,354.00","3,355.40","3,352.74","3,575.00","2,926.10","25,99,831","8,71,65,57,269.30","1,27,470"
"27-Jul-2023","EQ","3,394.95","3,411.65","3,385.05","3,388.30","3,398.00","3,396.90","3,395.09","3,575.00","2,926.10","17,01,769","5,77,76,60,069.25","1,25,535"
"26-Jul-2023","EQ","3,400.35","3,420.85","3,385.00","3,399.15","3,394.00","3,388.30","3,399.91","3,575.00","2,926.10","10,66,803","3,62,70,35,565.20","1,01,692"
"25-Jul-2023","EQ","3,397.50","3,406.80","3,380.20","3,394.75","3,400.00","3,399.15","3,396.67","3,575.00","2,926.10","12,72,980","4,32,38,95,800.15","1,34,482"
"24-Jul-2023","EQ","3,381.00","3,413.45","3,372.10","3,368.30","3,393.00","3,394.75","3,397.83","3,575.00","2,926.10","16,80,132","5,70,87,98,867.65","1,24,293"
"21-Jul-2023","EQ","3,404.05","3,434.90","3,359.05","3,463.30","3,374.00","3,368.30","3,396.22","3,575.00","2,926.10","37,70,223","12,80,45,01,433.35","1,67,464"
"20-Jul-2023","EQ","3,453.10","3,478.90","3,436.05","3,470.05","3,461.60","3,463.30","3,453.22","3,575.00","2,926.10","17,15,404","5,92,36,59,535.20","99,611"
"19-Jul-2023","EQ","3,500.00","3,516.85","3,445.65","3,496.85","3,469.00","3,470.05","3,476.09","3,575.00","2,926.10","24,05,370","8,36,12,86,032.75","1,31,215"
"18-Jul-2023","EQ","3,476.00","3,524.00","3,465.00","3,491.70","3,492.45","3,496.85","3,496.72","3,575.00","2,926.10","26,00,090","9,09,17,81,942.50","1,59,053"
"17-Jul-2023","EQ","3,510.00","3,549.90","3,477.05","3,514.65","3,488.00","3,491.70","3,512.83","3,575.00","2,926.10","27,43,228","9,63,64,96,606.90","2,21,755"
"14-Jul-2023","EQ","3,365.00","3,524.85","3,352.00","3,340.55","3,509.00","3,514.65","3,443.41","3,575.00","2,926.10","63,06,101","21,71,45,18,276.50","3,18,436"
"13-Jul-2023","EQ","3,284.00","3,367.45","3,272.75","3,259.90","3,344.50","3,340.55","3,338.97","3,575.00","2,926.10","45,85,146","15,30,96,71,101.45","2,45,158"
"12-Jul-2023","EQ","3,280.95","3,289.15","3,250.10","3,272.40","3,260.95","3,259.90","3,266.42","3,575.00","2,926.10","15,15,240","4,94,94,16,309.10","1,20,424"
"11-Jul-2023","EQ","3,295.00","3,295.00","3,260.80","3,271.95","3,272.00","3,272.40","3,277.42","3,575.00","2,926.10","11,10,172","3,63,85,01,368.95","89,756"
"10-Jul-2023","EQ","3,324.75","3,324.75","3,265.20","3,329.25","3,277.00","3,271.95","3,283.62","3,575.00","2,926.10","14,07,431","4,62,14,63,700.65","1,13,059"
"07-Jul-2023","EQ","3,302.00","3,356.90","3,302.00","3,322.90","3,321.00","3,329.25","3,334.15","3,575.00","2,926.10","17,89,326","5,96,58,81,074.45","1,30,328"
"06-Jul-2023","EQ","3,306.55","3,328.45","3,302.00","3,319.95","3,321.30","3,322.90","3,314.41","3,575.00","2,926.10","18,48,238","6,12,58,14,363.75","82,587"
"05-Jul-2023","EQ","3,320.00","3,329.00","3,305.00","3,308.85","3,322.00","3,319.95","3,318.57","3,575.00","2,926.10","14,53,008","4,82,19,06,492.95","92,949"
"04-Jul-2023","EQ","3,290.00","3,315.00","3,277.30","3,272.30","3,307.00","3,308.85","3,298.36","3,575.00","2,926.10","16,56,681","5,46,43,37,453.05","1,00,235"
"03-Jul-2023","EQ","3,314.30","3,318.80","3,268.75","3,302.25","3,274.00","3,272.30","3,286.37","3,575.00","2,926.10","16,87,264","5,54,49,70,019.55","1,20,543"
"30-Jun-2023","EQ","3,220.00","3,310.00","3,214.10","3,215.45","3,298.40","3,302.25","3,280.38","3,575.00","2,926.10","26,72,406","8,76,65,01,093.15","2,05,777"
"28-Jun-2023","EQ","3,208.00","3,230.95","3,193.40","3,197.35","3,221.00","3,215.45","3,215.84","3,575.00","2,926.10","15,75,872","5,06,77,55,614.75","1,25,121"
